 17-Oct-2007       (90_inc. - 0.015 *add.dat) /  1.0000                       
90_inc.dat    Conc = .10E+01  Mult = .10E+01  N1 =    1  N2 =  182  SCALE =  1
 Web\add.dat  Conc = .10E+01  Mult = .15E-01  N1 =    1  N2 =  182  SCALE =  1
  0.727500E-01  0.115600E+00  0.294123E-02
  0.738200E-01  0.108100E+00  0.293864E-02
  0.749000E-01  0.108800E+00  0.300434E-02
  0.749500E-01  0.111500E+00  0.143572E-02
  0.759700E-01  0.107300E+00  0.320907E-02
  0.770400E-01  0.105700E+00  0.309813E-02
  0.781200E-01  0.101900E+00  0.344024E-02
  0.789800E-01  0.993000E-01  0.146321E-02
  0.830200E-01  0.882000E-01  0.114479E-02
  0.870500E-01  0.799000E-01  0.123203E-02
  0.910700E-01  0.714000E-01  0.118794E-02
  0.951000E-01  0.637000E-01  0.112705E-02
  0.991200E-01  0.566000E-01  0.112282E-02
  0.103100E+00  0.524000E-01  0.113396E-02
  0.107200E+00  0.457000E-01  0.102597E-02
  0.111200E+00  0.392000E-01  0.105173E-02
  0.115200E+00  0.372000E-01  0.945537E-03
  0.119200E+00  0.324000E-01  0.102494E-02
  0.123200E+00  0.292000E-01  0.100632E-02
  0.127200E+00  0.262000E-01  0.980509E-03
  0.131200E+00  0.253000E-01  0.978041E-03
  0.135200E+00  0.238000E-01  0.989525E-03
  0.139100E+00  0.211000E-01  0.961700E-03
  0.143100E+00  0.208000E-01  0.941790E-03
  0.147100E+00  0.187000E-01  0.852236E-03
  0.151100E+00  0.176000E-01  0.906849E-03
  0.155000E+00  0.156000E-01  0.897451E-03
  0.159000E+00  0.155000E-01  0.854035E-03
  0.163000E+00  0.137000E-01  0.867601E-03
  0.166900E+00  0.133000E-01  0.854193E-03
  0.170900E+00  0.111000E-01  0.853845E-03
  0.174800E+00  0.117000E-01  0.797066E-03
  0.178700E+00  0.106000E-01  0.768064E-03
  0.182700E+00  0.970000E-02  0.750302E-03
  0.186600E+00  0.940000E-02  0.766759E-03
  0.190500E+00  0.890000E-02  0.786520E-03
  0.194400E+00  0.740000E-02  0.776367E-03
  0.198300E+00  0.680000E-02  0.765140E-03
  0.202300E+00  0.650000E-02  0.759705E-03
  0.206100E+00  0.570000E-02  0.780069E-03
  0.210000E+00  0.570000E-02  0.732384E-03
  0.213900E+00  0.530000E-02  0.720623E-03
  0.217800E+00  0.520000E-02  0.763237E-03
  0.221700E+00  0.260000E-02  0.709952E-03
  0.225500E+00  0.320000E-02  0.708873E-03
  0.229400E+00  0.380000E-02  0.728932E-03
  0.233300E+00  0.290000E-02  0.719619E-03
  0.237100E+00  0.310000E-02  0.716665E-03
  0.240900E+00  0.110000E-02  0.698757E-03
  0.244800E+00  0.150000E-02  0.767950E-03
  0.248600E+00  0.200000E-02  0.747189E-03
  0.252400E+00  0.170000E-02  0.802290E-03
  0.256200E+00  0.800000E-03  0.868783E-03
  0.260000E+00 -0.346945E-17  0.758710E-03
  0.263800E+00  0.500000E-03  0.771391E-03
  0.267600E+00  0.110000E-02  0.839621E-03
  0.271400E+00 -0.100000E-03  0.778001E-03
  0.275200E+00 -0.140000E-02  0.737393E-03
  0.278900E+00  0.800000E-03  0.919416E-03
  0.282700E+00 -0.700000E-03  0.753294E-03
  0.286400E+00 -0.100000E-03  0.822788E-03
  0.290200E+00 -0.900000E-03  0.846679E-03
  0.293900E+00 -0.200000E-03  0.848481E-03
  0.297600E+00  0.100000E-03  0.860114E-03
  0.301300E+00  0.600000E-03  0.859983E-03
  0.305000E+00 -0.100000E-03  0.779378E-03
  0.308700E+00 -0.900000E-03  0.883672E-03
  0.312400E+00 -0.110000E-02  0.822558E-03
  0.316100E+00 -0.150000E-02  0.841410E-03
  0.319800E+00 -0.500000E-03  0.864683E-03
  0.323500E+00 -0.300000E-03  0.896485E-03
  0.327100E+00 -0.250000E-02  0.868806E-03
  0.330800E+00 -0.150000E-02  0.828762E-03
  0.334400E+00  0.500000E-03  0.902458E-03
  0.338000E+00 -0.346945E-17  0.897027E-03
  0.341600E+00 -0.130000E-02  0.893083E-03
  0.345300E+00 -0.150000E-02  0.844910E-03
  0.348900E+00 -0.100000E-02  0.875982E-03
  0.352500E+00 -0.220000E-02  0.897533E-03
  0.356000E+00 -0.160000E-02  0.906639E-03
  0.359600E+00 -0.130000E-02  0.910529E-03
  0.363200E+00 -0.300000E-03  0.864904E-03
  0.366700E+00 -0.120000E-02  0.872485E-03
  0.370300E+00  0.700000E-03  0.857289E-03
  0.373800E+00 -0.250000E-02  0.794827E-03
  0.377300E+00 -0.800000E-03  0.919010E-03
  0.380900E+00 -0.500000E-03  0.937551E-03
  0.384400E+00 -0.120000E-02  0.906961E-03
  0.387900E+00 -0.170000E-02  0.892242E-03
  0.391400E+00 -0.150000E-02  0.919530E-03
  0.394800E+00 -0.150000E-02  0.824755E-03
  0.398300E+00 -0.800000E-03  0.841563E-03
  0.401800E+00 -0.170000E-02  0.980319E-03
  0.405200E+00  0.200000E-03  0.929908E-03
  0.408700E+00 -0.210000E-02  0.918616E-03
  0.412100E+00  0.600000E-03  0.935584E-03
  0.415500E+00 -0.700000E-03  0.834108E-03
  0.418900E+00 -0.100000E-03  0.959804E-03
  0.422300E+00 -0.600000E-03  0.913508E-03
  0.425700E+00 -0.100000E-03  0.932605E-03
  0.429100E+00 -0.190000E-02  0.916018E-03
  0.432500E+00 -0.200000E-03  0.100511E-02
  0.435800E+00  0.700000E-03  0.113518E-02
  0.439200E+00 -0.200000E-03  0.121094E-02
  0.442500E+00 -0.500000E-03  0.131405E-02
  0.445800E+00 -0.170000E-02  0.126717E-02
  0.449100E+00  0.100000E-03  0.154786E-02
  0.452500E+00 -0.120000E-02  0.143518E-02
  0.455700E+00  0.200000E-02  0.163814E-02
  0.459000E+00  0.200000E-03  0.175166E-02
  0.462300E+00  0.380000E-02  0.226416E-02
  0.465600E+00 -0.160000E-02  0.223702E-02
  0.468800E+00  0.200000E-02  0.270248E-02
  0.472100E+00 -0.270000E-02  0.313600E-02
  0.475300E+00  0.210000E-02  0.455127E-02
  0.478500E+00 -0.106000E-01  0.210694E-02
----------Z:\ContrastCalc\NCVWeb\90_inc.dat-----------------------------
 10-Oct-2006       (90S.dat - 1.000 *90B.dat) /  1.0000                         
90S.dat       Conc = .10E+01  Mult = .10E+01  N1 =    1  N2 =  182  SCALE =  1  
 Aug\90B.dat  Conc = .10E+01  Mult = .10E+01  N1 =    1  N2 =  182  SCALE =  1  
----------Z:\ContrastCalc\NCVWeb\add.dat-----------------------------
# Background correction file                                                    
