 17-Oct-2007       (20_inc. - 0.007 *add.dat) /  1.0000                       
20_inc.dat    Conc = .10E+01  Mult = .10E+01  N1 =    1  N2 =  182  SCALE =  1
 Web\add.dat  Conc = .10E+01  Mult = .70E-02  N1 =    1  N2 =  182  SCALE =  1
  0.727500E-01  0.563000E-01  0.486810E-02
  0.738200E-01  0.452000E-01  0.476782E-02
  0.749000E-01  0.521000E-01  0.512680E-02
  0.749500E-01  0.439000E-01  0.371268E-02
  0.759700E-01  0.428000E-01  0.521931E-02
  0.770400E-01  0.443000E-01  0.540127E-02
  0.781200E-01  0.447000E-01  0.552252E-02
  0.789800E-01  0.391000E-01  0.304195E-02
  0.830200E-01  0.344000E-01  0.301929E-02
  0.870500E-01  0.282000E-01  0.274225E-02
  0.910700E-01  0.248000E-01  0.267500E-02
  0.951000E-01  0.203000E-01  0.257829E-02
  0.991200E-01  0.187000E-01  0.257589E-02
  0.103100E+00  0.153000E-01  0.276949E-02
  0.107200E+00  0.140000E-01  0.241665E-02
  0.111200E+00  0.156000E-01  0.270536E-02
  0.115200E+00  0.132000E-01  0.238932E-02
  0.119200E+00  0.123000E-01  0.265353E-02
  0.123200E+00  0.144000E-01  0.300378E-02
  0.127200E+00  0.950000E-02  0.244879E-02
  0.131200E+00  0.102000E-01  0.247606E-02
  0.135200E+00  0.980000E-02  0.234193E-02
  0.139100E+00  0.128000E-01  0.258570E-02
  0.143100E+00  0.113000E-01  0.227316E-02
  0.147100E+00  0.105000E-01  0.224151E-02
  0.151100E+00  0.730000E-02  0.247685E-02
  0.155000E+00  0.950000E-02  0.210152E-02
  0.159000E+00  0.103000E-01  0.232798E-02
  0.163000E+00  0.970000E-02  0.229857E-02
  0.166900E+00  0.860000E-02  0.220262E-02
  0.170900E+00  0.880000E-02  0.227212E-02
  0.174800E+00  0.790000E-02  0.208245E-02
  0.178700E+00  0.420000E-02  0.201492E-02
  0.182700E+00  0.690000E-02  0.224931E-02
  0.186600E+00  0.430000E-02  0.209053E-02
  0.190500E+00  0.720000E-02  0.206407E-02
  0.194400E+00  0.560000E-02  0.217833E-02
  0.198300E+00  0.640000E-02  0.208179E-02
  0.202300E+00  0.250000E-02  0.211799E-02
  0.206100E+00  0.290000E-02  0.211895E-02
  0.210000E+00  0.170000E-02  0.195663E-02
  0.213900E+00  0.220000E-02  0.213214E-02
  0.217800E+00  0.180000E-02  0.209924E-02
  0.221700E+00  0.300000E-03  0.188859E-02
  0.225500E+00  0.220000E-02  0.188792E-02
  0.229400E+00  0.370000E-02  0.192524E-02
  0.233300E+00  0.200000E-03  0.194464E-02
  0.237100E+00  0.230000E-02  0.192137E-02
  0.240900E+00 -0.700000E-03  0.196244E-02
  0.244800E+00 -0.400000E-03  0.199790E-02
  0.248600E+00  0.170000E-02  0.232814E-02
  0.252400E+00 -0.867362E-18  0.197371E-02
  0.256200E+00  0.100000E-03  0.213425E-02
  0.260000E+00 -0.200000E-03  0.227649E-02
  0.263800E+00 -0.867362E-18  0.216846E-02
  0.267600E+00 -0.170000E-02  0.220691E-02
  0.271400E+00 -0.230000E-02  0.233938E-02
  0.275200E+00 -0.600000E-03  0.226957E-02
  0.278900E+00  0.200000E-03  0.229830E-02
  0.282700E+00 -0.800000E-03  0.213760E-02
  0.286400E+00  0.900000E-03  0.207180E-02
  0.290200E+00  0.170000E-02  0.238079E-02
  0.293900E+00  0.600000E-03  0.246053E-02
  0.297600E+00 -0.100000E-02  0.238778E-02
  0.301300E+00 -0.900000E-03  0.228497E-02
  0.305000E+00  0.110000E-02  0.220830E-02
  0.308700E+00 -0.290000E-02  0.239603E-02
  0.312400E+00 -0.230000E-02  0.219069E-02
  0.316100E+00 -0.230000E-02  0.213140E-02
  0.319800E+00 -0.180000E-02  0.227059E-02
  0.323500E+00  0.800000E-03  0.223471E-02
  0.327100E+00 -0.140000E-02  0.248766E-02
  0.330800E+00 -0.260000E-02  0.233352E-02
  0.334400E+00  0.100000E-03  0.236952E-02
  0.338000E+00  0.900000E-03  0.247151E-02
  0.341600E+00 -0.140000E-02  0.250246E-02
  0.345300E+00  0.200000E-03  0.233286E-02
  0.348900E+00 -0.500000E-03  0.236256E-02
  0.352500E+00 -0.140000E-02  0.217656E-02
  0.356000E+00  0.190000E-02  0.233841E-02
  0.359600E+00  0.500000E-03  0.232301E-02
  0.363200E+00  0.130000E-02  0.234657E-02
  0.366700E+00 -0.130000E-02  0.233305E-02
  0.370300E+00  0.300000E-03  0.258431E-02
  0.373800E+00 -0.110000E-02  0.227453E-02
  0.377300E+00  0.400000E-03  0.250469E-02
  0.380900E+00 -0.470000E-02  0.246308E-02
  0.384400E+00 -0.100000E-03  0.241504E-02
  0.387900E+00 -0.100000E-02  0.246385E-02
  0.391400E+00  0.500000E-03  0.240284E-02
  0.394800E+00  0.200000E-03  0.253835E-02
  0.398300E+00  0.160000E-02  0.257400E-02
  0.401800E+00 -0.220000E-02  0.240524E-02
  0.405200E+00  0.200000E-03  0.243656E-02
  0.408700E+00 -0.700000E-03  0.240233E-02
  0.412100E+00 -0.100000E-02  0.236999E-02
  0.415500E+00 -0.150000E-02  0.231555E-02
  0.418900E+00 -0.200000E-03  0.243892E-02
  0.422300E+00  0.210000E-02  0.239464E-02
  0.425700E+00 -0.300000E-03  0.253444E-02
  0.429100E+00 -0.220000E-02  0.238728E-02
  0.432500E+00 -0.160000E-02  0.249677E-02
  0.435800E+00  0.100000E-03  0.264015E-02
  0.439200E+00 -0.400000E-02  0.294679E-02
  0.442500E+00 -0.700000E-03  0.340255E-02
  0.445800E+00 -0.470000E-02  0.391445E-02
  0.449100E+00  0.400000E-03  0.375203E-02
  0.452500E+00 -0.320000E-02  0.365643E-02
  0.455700E+00 -0.280000E-02  0.422234E-02
  0.459000E+00  0.100000E-03  0.440789E-02
  0.462300E+00 -0.200000E-02  0.582189E-02
  0.465600E+00  0.230000E-02  0.521426E-02
  0.468800E+00 -0.170000E-02  0.500363E-02
  0.472100E+00  0.420000E-02  0.694387E-02
  0.475300E+00 -0.440000E-02  0.117257E-01
  0.478500E+00 -0.600000E-03  0.123347E-01
----------Z:\ContrastCalc\NCVWeb\20_inc.dat-----------------------------
 10-Oct-2006       (20S.dat - 1.000 *20B.dat) /  1.0000                         
20S.dat       Conc = .10E+01  Mult = .10E+01  N1 =    1  N2 =  182  SCALE =  1  
 Aug\20B.dat  Conc = .10E+01  Mult = .10E+01  N1 =    1  N2 =  182  SCALE =  1  
----------Z:\ContrastCalc\NCVWeb\add.dat-----------------------------
# Background correction file                                                    
